,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
443,2017,3,La Rioja,16638,34984,14,252,250,51913
444,2017,3,Mendoza,154036,33788,2772,29,18660,192491
445,2017,3,Misiones,56472,43880,110,5,90,100476
446,2017,3,Neuquén,48001,52468,1044,11576,26950,115784
447,2017,3,Río Negro,69301,30018,1106,3054,40170,107496
448,2017,3,Salta,80782,50284,127,158,11670,132518
449,2017,3,San Juan,54499,5068,816,1053,10130,62449
450,2017,3,San Luis,11407,7576,347,26,23630,21719
451,2017,3,Santa Cruz,19220,5487,1544,4552,28870,33690
452,2017,3,Santa Fe,322953,290655,6338,4897,374990,662342
453,2017,3,Santiago Del Estero,27733,54096,19,911,350,82794
454,2017,3,Tierra Del Fuego,21587,7012,622,1,22440,31466
455,2017,3,Tucumán,154130,6431,106,40,3050,161012
456,2017,2,Buenos Aires,1378549,1535037,119132,21555,243580,3078631
457,2017,2,Capital Federal,615262,932466,38628,2819,110160,1600191
458,2017,2,Catamarca,26401,255,14,1,340,26705
459,2017,2,Chaco,54449,35613,458,52,390,90611
460,2017,2,Chubut,43994,1067,916,13194,48040,63975
461,2017,2,Córdoba,341748,303488,4451,6446,15050,657638
462,2017,2,Corrientes,55262,33192,258,1354,310,90097
463,2017,2,Entre Ríos,108309,67650,254,6448,710,182732
464,2017,2,Formosa,22493,6410,17,1023,130,29956
465,2017,2,Jujuy,33742,8858,22,0,350,42657
466,2017,2,La Pampa,12754,48310,5194,6253,5110,73022
467,2017,2,La Rioja,16244,0,15,2,280,16289
468,2017,2,Mendoza,153331,13030,2581,27,17840,170753
469,2017,2,Misiones,56752,42925,103,5,90,99794
470,2017,2,Neuquén,51794,50283,1133,11545,26780,117433
471,2017,2,Río Negro,67038,29147,961,3213,12600,101619
472,2017,2,Salta,80184,27280,115,158,8040,108541
473,2017,2,San Juan,48670,451,772,1073,9150,51881
474,2017,2,San Luis,11432,1120,354,26,3750,13307
475,2017,2,Santa Cruz,15311,2722,1365,4735,22550,26388
476,2017,2,Santa Fe,329813,228102,3234,4958,11730,567280
477,2017,2,Santiago Del Estero,28337,3900,19,911,290,33196
478,2017,2,Tierra Del Fuego,22636,6905,665,1,23500,32557
479,2017,2,Tucumán,149013,5223,116,14,450,154411
480,2017,1,Buenos Aires,1559178,1465817,118839,21200,243420,3189376
481,2017,1,Capital Federal,428801,918328,38259,2730,109280,1399046
482,2017,1,Catamarca,26020,248,14,1,340,26317
483,2017,1,Chaco,54430,34277,252,52,390,89050
484,2017,1,Chubut,43994,999,916,13194,47930,63896
485,2017,1,Córdoba,335673,293479,4871,5782,13940,641199
486,2017,1,Corrientes,54993,31994,236,1354,310,88608
487,2017,1,Entre Ríos,108509,65095,230,6448,710,180353
488,2017,1,Formosa,22438,6215,16,1023,130,29705
489,2017,1,Jujuy,33869,9278,22,0,340,43203
490,2017,1,La Pampa,12754,47195,5194,6253,5170,71913
491,2017,1,La Rioja,16180,0,15,2,280,16225
492,2017,1,Mendoza,153326,13030,2581,27,17690,170733
493,2017,1,Misiones,57363,40142,101,5,80,97619
494,2017,1,Neuquén,51771,48109,1124,11665,26700,115339
495,2017,1,Río Negro,67075,28785,954,3213,12610,101288
496,2017,1,Salta,79837,26845,114,158,6790,107633
497,2017,1,San Juan,48670,451,772,1073,9070,51873
498,2017,1,San Luis,11432,1120,354,26,3750,13307
499,2017,1,Santa Cruz,15502,2722,1272,4733,22570,26486
500,2017,1,Santa Fe,327458,226094,3210,4948,11720,562882
501,2017,1,Santiago Del Estero,29616,3900,19,911,290,34475
502,2017,1,Tierra Del Fuego,22636,6905,665,1,23500,32557
503,2017,1,Tucumán,147373,5223,116,14,450,152771
504,2016,4,Buenos Aires,1563542,1414676,118747,21394,243420,3142701
505,2016,4,Capital Federal,434835,914952,38161,2583,109280,1401459
506,2016,4,Catamarca,26735,250,14,1,340,27034
507,2016,4,Chaco,54974,33534,248,52,390,88847
508,2016,4,Chubut,43994,955,916,13107,47930,63765
509,2016,4,Córdoba,337368,289344,3368,5686,7890,636555
510,2016,4,Corrientes,54981,31497,233,1354,310,88096
511,2016,4,Entre Ríos,109359,64141,226,6448,710,180245
512,2016,4,Formosa,22400,6061,16,1023,130,29513
513,2016,4,Jujuy,33838,8731,22,0,340,42625
514,2016,4,La Pampa,12754,47245,5054,6253,5220,71828
515,2016,4,La Rioja,16270,0,16,2,280,16316
516,2016,4,Mendoza,153320,13030,2579,27,17690,170725
517,2016,4,Misiones,57983,39294,100,5,80,97390
518,2016,4,Neuquén,51742,46389,1124,11910,26700,113835
519,2016,4,Río Negro,67057,28474,954,3274,12610,101020
520,2016,4,Salta,79389,26657,110,158,6210,106935
521,2016,4,San Juan,48670,451,772,1121,9070,51921
522,2016,4,San Luis,11432,1120,354,26,3750,13307
523,2016,4,Santa Cruz,15607,2722,1055,4823,22570,26464
524,2016,4,Santa Fe,326721,225792,3201,4946,11720,561832
525,2016,4,Santiago Del Estero,30192,3900,19,911,290,35051
526,2016,4,Tierra Del Fuego,22636,6905,665,1,23500,32557
527,2016,4,Tucumán,146995,4482,116,14,450,151652
528,2016,3,Buenos Aires,1574216,1355770,113463,18867,242760,3086592
529,2016,3,Capital Federal,447726,905105,36796,2514,109630,1403104
530,2016,3,Catamarca,26689,248,14,1,180,26970
531,2016,3,Chaco,56251,32730,232,2,150,89230
532,2016,3,Chubut,43987,935,916,13364,47500,63952
533,2016,3,Córdoba,348481,285480,2540,5695,3950,642591
534,2016,3,Corrientes,55934,30813,217,1354,220,88340
535,2016,3,Entre Ríos,112588,61850,206,6441,640,181149
536,2016,3,Formosa,21800,5905,9,0,20,27716
537,2016,3,Jujuy,34250,8236,22,0,300,42538
538,2016,3,La Pampa,12751,45952,4910,6236,5150,70364
539,2016,3,La Rioja,16891,0,15,2,220,16930
540,2016,3,Mendoza,153233,13030,2576,28,17570,170624
541,2016,3,Misiones,59776,38130,79,5,70,97997
542,2016,3,Neuquén,51752,44739,1093,12402,26170,112603
543,2016,3,Río Negro,67043,28496,942,3293,12520,101026
544,2016,3,Salta,80866,26113,90,157,5650,107791
545,2016,3,San Juan,48670,451,770,1174,9030,51968
546,2016,3,San Luis,11432,1113,354,23,3710,13293
547,2016,3,Santa Cruz,15570,2722,817,4978,21700,26257
548,2016,3,Santa Fe,334911,223011,3037,4862,11900,567011
549,2016,3,Santiago Del Estero,31730,3900,19,3,80,35660
550,2016,3,Tierra Del Fuego,22636,6276,665,1,23470,31925
551,2016,3,Tucumán,147259,3850,116,53,410,151319
552,2016,2,Buenos Aires,1579448,1305949,113070,21163,256610,3045291
553,2016,2,Capital Federal,450644,892209,36669,2390,126720,1394584
554,2016,2,Catamarca,26262,245,14,1,340,26556
555,2016,2,Chaco,56112,31825,221,52,410,88251
556,2016,2,Chubut,43977,867,916,13293,48030,63856
557,2016,2,Córdoba,348891,277615,1709,5610,10890,634914
558,2016,2,Corrientes,55511,29845,203,1354,430,86956
559,2016,2,Entre Ríos,112809,58768,169,6434,1930,178373
560,2016,2,Formosa,22101,5658,6,1023,140,28802
561,2016,2,Jujuy,33758,7374,22,0,350,41189
562,2016,2,La Pampa,12754,44654,4708,6225,5470,68888
563,2016,2,La Rioja,16691,0,15,2,280,16736
564,2016,2,Mendoza,153321,13030,2576,29,18680,170824
565,2016,2,Misiones,59573,36145,77,5,150,95815
566,2016,2,Neuquén,51742,42370,1088,12466,28490,110515
567,2016,2,Río Negro,67031,28100,939,3300,13340,100704
568,2016,2,Salta,79438,24719,85,151,5390,104932
569,2016,2,San Juan,48670,451,770,1214,9080,52013
570,2016,2,San Luis,11432,1063,354,30,3770,13256
571,2016,2,Santa Cruz,15453,2722,396,4996,25860,26153
572,2016,2,Santa Fe,336244,219088,2981,4744,14170,564474
573,2016,2,Santiago Del Estero,32101,3900,19,911,300,36961
574,2016,2,Tierra Del Fuego,22636,5707,665,1,23500,31359
575,2016,2,Tucumán,145486,2968,116,58,490,148677
576,2016,1,Buenos Aires,1583560,1200859,111231,21108,257570,2942515
577,2016,1,Capital Federal,454425,832126,36332,2284,127290,1337896
578,2016,1,Catamarca,26096,243,15,1,340,26389
579,2016,1,Chaco,56353,29994,211,52,410,86651
580,2016,1,Chubut,43967,834,916,13280,48030,63800
581,2016,1,Córdoba,350884,252346,674,5636,3860,609926
582,2016,1,Corrientes,55454,28491,192,1354,450,85536
583,2016,1,Entre Ríos,113101,54948,146,6425,1930,174813
584,2016,1,Formosa,21852,5420,5,1023,140,28314
585,2016,1,Jujuy,33481,6751,22,0,350,40289
586,2016,1,La Pampa,12754,41881,4536,6209,5490,65929
587,2016,1,La Rioja,16645,0,16,2,280,16691
588,2016,1,Mendoza,153299,13030,2576,34,18710,170810
589,2016,1,Misiones,59538,33330,70,5,150,92958
590,2016,1,Neuquén,51702,36122,1085,12502,28500,104261
591,2016,1,Río Negro,66894,27312,937,3341,13380,99822
592,2016,1,Salta,78973,22741,73,132,5070,102426
593,2016,1,San Juan,48670,451,770,1195,9080,51994
594,2016,1,San Luis,11432,1042,354,27,3770,13232
595,2016,1,Santa Cruz,15654,2723,396,5088,24260,26287
596,2016,1,Santa Fe,338052,204816,3014,4686,14280,551996
597,2016,1,Santiago Del Estero,32838,3900,19,911,300,37698
598,2016,1,Tierra Del Fuego,22636,4834,665,1,23500,30486
599,2016,1,Tucumán,144233,2165,116,74,490,146637
600,2015,4,Buenos Aires,1586343,1223603,103269,20397,257730,2959385
601,2015,4,Capital Federal,455427,879950,19818,2273,127580,1370226
602,2015,4,Catamarca,26180,242,15,1,340,26472
603,2015,4,Chaco,56818,29456,186,52,410,86553
604,2015,4,Chubut,43968,811,916,13521,48030,64019
605,2015,4,Córdoba,353530,266062,480,5613,3850,626070
606,2015,4,Corrientes,55681,28178,177,1354,450,85435
607,2015,4,Entre Ríos,113983,53411,122,6427,1940,174137
608,2015,4,Formosa,21734,5314,4,1023,140,28089
609,2015,4,Jujuy,32934,6933,22,0,350,39924
610,2015,4,La Pampa,12755,42705,4327,6205,3740,66366
611,2015,4,La Rioja,16886,0,16,2,280,16932
612,2015,4,Mendoza,153293,13030,2572,38,18740,170807
613,2015,4,Misiones,60252,32533,48,5,150,92853
614,2015,4,Neuquén,51680,38902,1048,12934,28520,107416
615,2015,4,Río Negro,66851,27221,915,3407,13280,99722
616,2015,4,Salta,78744,22446,47,129,5540,101920
617,2015,4,San Juan,48670,451,770,1230,9080,52029
618,2015,4,San Luis,11432,1025,354,30,3770,13218
619,2015,4,Santa Cruz,15614,2723,396,5261,24090,26403
620,2015,4,Santa Fe,339843,212911,2885,4596,14370,561672
621,2015,4,Santiago Del Estero,33582,4365,19,1139,300,39135
622,2015,4,Tierra Del Fuego,22636,4301,665,1,23500,29953
623,2015,4,Tucumán,144188,1653,116,88,500,146095
624,2015,3,Buenos Aires,1585467,1183894,113590,19989,258250,2928765
625,2015,3,Capital Federal,454815,871262,30974,2229,127880,1372068
626,2015,3,Catamarca,25801,242,15,1,340,26093
627,2015,3,Chaco,56282,28809,186,52,410,85370
628,2015,3,Chubut,43964,792,916,13408,48030,63883
629,2015,3,Córdoba,351692,264055,1450,5412,3890,622998
630,2015,3,Corrientes,55792,27604,176,1340,470,84959
631,2015,3,Entre Ríos,113909,51945,122,6261,1970,172434
632,2015,3,Formosa,21573,5264,2,899,140,27752
633,2015,3,Jujuy,32598,6895,22,0,350,39550
634,2015,3,La Pampa,12755,41886,4078,6195,5570,65471
635,2015,3,La Rioja,16725,0,16,2,280,16771
636,2015,3,Mendoza,153299,13030,2572,42,18800,170823
637,2015,3,Misiones,59921,31635,46,5,150,91622
638,2015,3,Neuquén,47102,36620,1045,13051,27980,100616
639,2015,3,Río Negro,66806,27130,917,3415,13460,99614
640,2015,3,Salta,78064,21688,47,129,6450,100573
641,2015,3,San Juan,48670,451,770,1231,9080,52030
642,2015,3,San Luis,11432,1025,354,31,3770,13219
643,2015,3,Santa Cruz,15540,2718,396,5226,23910,26271
644,2015,3,Santa Fe,337042,209673,4169,4426,14280,556738
645,2015,3,Santiago Del Estero,33886,4365,19,1097,300,39397
646,2015,3,Tierra Del Fuego,22636,8085,665,1,23500,33737
647,2015,3,Tucumán,142925,1135,116,88,500,144314
648,2015,2,Buenos Aires,1581770,1141052,115660,19268,260400,2883790
649,2015,2,Capital Federal,453178,858342,19786,2172,128060,1346284
650,2015,2,Catamarca,25387,242,15,1,340,25679
651,2015,2,Chaco,55767,27809,179,52,410,83848
652,2015,2,Chubut,43949,762,916,13055,48030,63485
653,2015,2,Córdoba,348130,255596,435,5199,3860,609746
654,2015,2,Corrientes,55238,26553,157,1321,470,83316
655,2015,2,Entre Ríos,113378,49767,119,6031,1970,169492
656,2015,2,Formosa,21097,5164,2,737,500,27050
657,2015,2,Jujuy,32183,5482,22,0,350,37722
658,2015,2,La Pampa,12756,40825,3719,6190,5620,64052
659,2015,2,La Rioja,16463,0,16,2,280,16509
660,2015,2,Mendoza,153301,13030,2572,38,18820,170823
661,2015,2,Misiones,59179,29283,37,5,150,88519
662,2015,2,Neuquén,47078,34183,1044,12781,27990,97885
663,2015,2,Río Negro,66738,26268,916,3457,13480,98727
664,2015,2,Salta,77214,20297,47,129,5800,98267
665,2015,2,San Juan,48670,451,770,1189,9080,51988
666,2015,2,San Luis,11432,1025,354,33,3770,13221
667,2015,2,Santa Cruz,15343,2707,396,4917,24000,25763
668,2015,2,Santa Fe,333117,204685,2877,4320,13890,546388
669,2015,2,Santiago Del Estero,33873,4365,19,1091,300,39378
670,2015,2,Tierra Del Fuego,22636,7927,665,1,23500,33579
671,2015,2,Tucumán,139944,479,116,88,500,140677
672,2015,1,Buenos Aires,1583135,1096836,134177,18754,289400,2861842
673,2015,1,Capital Federal,454934,841743,19334,1994,147160,1332721
674,2015,1,Catamarca,25033,241,16,1,410,25332
675,2015,1,Chaco,54952,26161,164,27,560,81360
676,2015,1,Chubut,45645,717,906,12540,54650,65273
677,2015,1,Córdoba,343883,247564,415,4645,4500,596957
678,2015,1,Corrientes,54649,25372,129,1319,620,81531
679,2015,1,Entre Ríos,112363,47411,108,5943,2450,166070
680,2015,1,Formosa,21022,4951,1,670,560,26700
681,2015,1,Jujuy,31505,5048,22,0,360,36611
682,2015,1,La Pampa,13143,39571,3215,6164,6040,62697
683,2015,1,La Rioja,16282,0,16,2,330,16333
684,2015,1,Mendoza,152433,13030,2542,29,21260,170160
685,2015,1,Misiones,58262,26836,30,5,130,85146
686,2015,1,Neuquén,47518,32152,1024,12088,29600,95742
687,2015,1,Río Negro,66274,25217,907,3473,14620,97333
688,2015,1,Salta,76280,19781,47,129,5740,96811
689,2015,1,San Juan,48441,451,755,1165,10070,51819
690,2015,1,San Luis,11414,1025,351,30,4120,13232
691,2015,1,Santa Cruz,16215,2700,392,4772,25620,26641
692,2015,1,Santa Fe,328809,199037,2845,4239,15070,536437
693,2015,1,Santiago Del Estero,33813,4365,19,1020,350,39252
694,2015,1,Tierra Del Fuego,22291,7924,657,1,25830,33456
695,2015,1,Tucumán,137857,115,116,88,1000,138276
696,2014,4,Buenos Aires,1575978,1070135,120528,17728,320380,2816407
697,2014,4,Capital Federal,455785,840224,17155,1962,153940,1330520
698,2014,4,Catamarca,25192,241,16,0,440,25493
699,2014,4,Chaco,55024,10918,31,0,620,66035
700,2014,4,Chubut,48539,697,891,12256,61590,68542
701,2014,4,Córdoba,345157,240452,419,3918,4860,590432
702,2014,4,Corrientes,54754,9526,40,1315,750,65710
703,2014,4,Entre Ríos,112291,23027,57,5178,2600,140813
704,2014,4,Formosa,21245,4896,1,0,650,26207
705,2014,4,Jujuy,31349,4583,22,37,110,36002
706,2014,4,La Pampa,16043,34281,514,5894,6480,57380
707,2014,4,La Rioja,16352,0,17,0,330,16402
708,2014,4,Mendoza,151797,13030,2534,31,22220,169614
709,2014,4,Misiones,58435,18613,16,150,150,77229
710,2014,4,Neuquén,47721,31778,1014,11853,30300,95396
711,2014,4,Río Negro,66307,23703,901,3819,15300,96260
712,2014,4,Salta,76026,17289,48,6,5780,93947
713,2014,4,San Juan,48653,451,740,1202,10730,52119
714,2014,4,San Luis,11419,926,355,24,4230,13147
715,2014,4,Santa Cruz,17553,448,388,4395,29290,25713
716,2014,4,Santa Fe,335267,183009,3205,6282,16340,529397
717,2014,4,Santiago Del Estero,34110,4231,19,920,370,39317
718,2014,4,Tierra Del Fuego,21948,3664,655,1,27220,28990
719,2014,4,Tucumán,137093,97,116,13,1050,137424
720,2014,3,Buenos Aires,1562533,1110628,124474,20049,318810,2849565
721,2014,3,Capital Federal,450155,833402,17886,1995,143870,1317825
722,2014,3,Catamarca,24380,244,15,0,470,24686
723,2014,3,Chaco,53321,10336,29,1,590,63746
724,2014,3,Chubut,49219,668,882,11853,65150,69137
725,2014,3,Córdoba,340212,240334,444,4064,3770,585431
726,2014,3,Corrientes,52957,9184,31,1312,650,63549
727,2014,3,Entre Ríos,108907,22440,48,5203,1350,136733
728,2014,3,Formosa,21021,4836,0,0,800,25937
729,2014,3,Jujuy,30128,3541,22,37,130,33741
730,2014,3,La Pampa,16051,33940,538,11219,6770,62425
731,2014,3,La Rioja,15864,0,14,1,370,15916
732,2014,3,Mendoza,150120,13030,2512,40,22220,167924
733,2014,3,Misiones,56933,18373,4,3,140,75327
734,2014,3,Neuquén,54458,30964,1000,12858,30870,102367
735,2014,3,Río Negro,65264,26590,888,3533,15050,97780
736,2014,3,Salta,73828,18394,43,109,5800,92954
737,2014,3,San Juan,48272,451,731,1199,11260,51779
738,2014,3,San Luis,11303,925,355,25,4380,13046
739,2014,3,Santa Cruz,17862,492,385,4273,30980,26110
740,2014,3,Santa Fe,325577,183630,4407,6540,7330,520887
741,2014,3,Santiago Del Estero,32820,3900,19,768,410,37548
742,2014,3,Tierra Del Fuego,21840,3469,650,1,28320,28792
743,2014,3,Tucumán,131739,97,117,13,1000,132066
744,2014,2,Buenos Aires,1568881,1025490,120008,17020,331470,2764546
745,2014,2,Capital Federal,447637,828411,17729,1883,145550,1310215
746,2014,2,Catamarca,24380,243,17,0,430,24683
747,2014,2,Chaco,53321,9870,30,0,580,63279
748,2014,2,Chubut,51070,649,866,10960,69740,70519
749,2014,2,Córdoba,337825,234729,351,3673,3740,576952
750,2014,2,Corrientes,52883,8680,31,1309,550,62958
751,2014,2,Entre Ríos,108900,21706,49,4795,1330,135583
752,2014,2,Formosa,20894,4628,0,0,780,25600
753,2014,2,Jujuy,30128,4161,23,40,90,34361
754,2014,2,La Pampa,15957,32600,513,5869,6890,55628
755,2014,2,La Rioja,15864,0,14,0,340,15912
756,2014,2,Mendoza,148979,13030,2480,36,22820,166807
757,2014,2,Misiones,56933,17594,4,150,80,74689
758,2014,2,Neuquén,47767,29776,997,10765,29830,92288
759,2014,2,Río Negro,64920,24944,876,3657,15600,95957
760,2014,2,Salta,73841,17504,45,7,5770,91974
761,2014,2,San Juan,48161,451,722,1139,11730,51646
762,2014,2,San Luis,11306,925,354,22,4480,13055
763,2014,2,Santa Cruz,18956,448,381,4118,32660,27169
764,2014,2,Santa Fe,324101,178495,3085,6041,6360,512358
765,2014,2,Santiago Del Estero,32820,4231,19,907,340,38011
766,2014,2,Tierra Del Fuego,21618,3008,648,1,29340,28209
767,2014,2,Tucumán,131740,97,121,13,980,132069
768,2014,1,Buenos Aires,1567685,1000879,120960,16528,338240,2739876
769,2014,1,Capital Federal,445569,820161,17767,1866,145550,1299918
770,2014,1,Catamarca,24126,46,17,0,430,24232
771,2014,1,Chaco,52971,9497,30,0,580,62556
772,2014,1,Chubut,51066,539,866,10776,69740,70221
773,2014,1,Córdoba,336841,225769,347,3585,3680,566910
774,2014,1,Corrientes,52565,8279,31,1306,550,62236
775,2014,1,Entre Ríos,107883,21379,49,4887,1330,134331
776,2014,1,Formosa,20774,4548,0,0,1000,25422
777,2014,1,Jujuy,29765,4030,23,0,90,33827
778,2014,1,La Pampa,15826,31305,513,5848,7010,54193
779,2014,1,La Rioja,15663,0,14,0,340,15711
780,2014,1,Mendoza,148970,12076,2480,37,22820,165845
781,2014,1,Misiones,56597,17191,4,150,80,73950
782,2014,1,Neuquén,47790,28161,997,10381,30510,90380
783,2014,1,Río Negro,64886,24156,876,3576,15720,95066
784,2014,1,Salta,73131,17538,45,8,5680,91290
785,2014,1,San Juan,48161,434,722,808,11730,51298
786,2014,1,San Luis,11306,428,354,21,4480,12557
787,2014,1,Santa Cruz,18927,100,381,4092,32640,26764
788,2014,1,Santa Fe,322662,174296,3059,5951,6440,506612
789,2014,1,Santiago Del Estero,32567,3598,19,915,340,37133
790,2014,1,Tierra Del Fuego,21618,2837,648,1,29340,28038
791,2014,1,Tucumán,129717,83,121,13,980,130032
