,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
2159,JUJUY,Rinconada,Rinconada,351,NO,NO,NO,NO,NO,NO,NO,NO,NO,38049040.0,-224399840866382,-661609276347876
2160,JUJUY,San Antonio,El Ceibal,176,NO,NO,NO,SI,NO,NO,NO,NO,NO,38056010.0,-243016336145797,-652818867459585
2161,JUJUY,San Antonio,La Toma,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-243374800000056,-6536524
2162,JUJUY,San Antonio,Los Alisos,61,NO,NO,NO,SI,NO,NO,NO,NO,NO,38056017.0,-242839395993959,-652818272273441
2163,JUJUY,San Antonio,Loteo Navea,930,SI,NO,NO,SI,NO,NO,NO,NO,NO,38056020.0,-242710272820567,-652729444915848
2164,JUJUY,San Antonio,Nuestra Señora del Rosario,40,NO,NO,NO,NO,NO,NO,NO,NO,NO,38056025.0,-2431840,-6540092
2165,JUJUY,San Antonio,San Antonio,1430,SI,SI,NO,NO,SI,NO,SI,NO,NO,38056030.0,-243676606220994,-653337612645336
2166,JUJUY,San Pedro,Arrayanal,855,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063010.0,-241755612615505,-648402658993854
2167,JUJUY,San Pedro,Arroyo Colorado,378,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063020.0,-243403731266613,-646655404458929
2168,JUJUY,San Pedro,Don Emilio,446,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063030.0,-243154692731344,-649066663427545
2169,JUJUY,San Pedro,El Acheral,246,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063040.0,-244097116704331,-648107312952407
2170,JUJUY,San Pedro,El Puesto,1166,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063050.0,-241988254992426,-647893441637782
2171,JUJUY,San Pedro,El Quemado,35,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063060.0,-240933961333434,-648238742049039
2172,JUJUY,San Pedro,La Esperanza,2164,NO,NO,NO,NO,SI,NO,NO,NO,SI,38063070.0,-242222145482106,-648368070501964
2173,JUJUY,San Pedro,La Manga,190,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063080.0,-24191697331263,-64846797222472
2174,JUJUY,San Pedro,La Mendieta,3635,NO,NO,NO,NO,SI,NO,SI,SI,SI,38063090.0,-24314359736408,-649707084719559
2175,JUJUY,San Pedro,Miraflores,183,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063100.0,-242261476798422,-648101735526005
2176,JUJUY,San Pedro,Palos Blancos,81,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063110.0,-243249801346233,-649489367519918
2177,JUJUY,San Pedro,Parapetí,874,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063120.0,-242348579850918,-648440336546008
2178,JUJUY,San Pedro,Piedritas,181,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063130.0,-242931131722113,-648812208450768
2179,JUJUY,San Pedro,Rodeito,1879,NO,NO,NO,NO,NO,NO,NO,SI,SI,38063140.0,-242714866371948,-64767733920134
2180,JUJUY,San Pedro,Rosario de Río Grande,591,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063150.0,-243069096656554,-649317813354333
2181,JUJUY,San Pedro,San Antonio,325,NO,NO,NO,NO,NO,NO,NO,NO,NO,38063160.0,-242139625149932,-648057443238638
2182,JUJUY,San Pedro,San Lucas,326,NO,NO,NO,NO,NO,SI,NO,SI,SI,38063170.0,-242257554272925,-648646056706401
2183,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),59131,SI,SI,NO,SI,SI,SI,SI,NO,NO,38063180.0,-24293007141905,-649524504388897
2184,MENDOZA,Santa Rosa,Barrio Molina Cabrera,239,NO,NO,NO,NO,NO,NO,NO,NO,NO,50112030.0,-331297119555186,-682037878560507
2185,MENDOZA,Santa Rosa,La Dormida,2270,NO,NO,NO,NO,NO,SI,SI,SI,SI,50112040.0,-333499243562079,-679160460628593
2186,MENDOZA,Santa Rosa,Las Catitas,3621,NO,NO,SI,NO,NO,SI,SI,SI,SI,50112050.0,-333001058785583,-680532182373693
2187,MENDOZA,Santa Rosa,Santa Rosa,2509,NO,NO,NO,NO,NO,SI,SI,NO,NO,50112060.0,-332544227888887,-681567438797332
2188,MENDOZA,Tunuyán,Barrio San Cayetano,161,NO,NO,NO,NO,NO,NO,NO,NO,NO,50119010.0,-336339135898779,-691879023870713
2189,MENDOZA,Tunuyán,Campo Los Andes,538,NO,SI,NO,NO,NO,NO,NO,NO,NO,50119020.0,-33707078744557,-691826331369796
2190,MENDOZA,Tunuyán,Colonia Las Rosas,2169,NO,NO,NO,NO,NO,SI,SI,SI,SI,50119030.0,-336129364669522,-691126485401013
2191,MENDOZA,Tunuyán,El Manzano,26,NO,NO,NO,NO,NO,NO,NO,SI,SI,50119040.0,-336005741925646,-693350878551815
2192,MENDOZA,Tunuyán,Los Sauces,661,NO,NO,NO,SI,NO,SI,SI,SI,SI,50119050.0,-335952101670008,-691840214848841
2193,MENDOZA,Tunuyán,Tunuyán,28859,SI,SI,SI,SI,NO,SI,SI,SI,SI,50119060.0,-335775549686559,-690253759357637
2194,MENDOZA,Tunuyán,Vista Flores,4358,NO,NO,NO,NO,NO,SI,SI,SI,SI,50119070.0,-33651355463945,-691646922660824
2195,MENDOZA,Tupungato,Barrio Belgrano Norte,1392,NO,NO,NO,NO,NO,NO,NO,NO,NO,50126010.0,-333301032817585,-691359513617454
2196,MENDOZA,Tupungato,Cordón del Plata,1713,NO,NO,NO,NO,NO,SI,SI,SI,SI,50126020.0,-334689491349532,-691399451802858
2197,MENDOZA,Tupungato,El Peral,541,NO,NO,NO,NO,NO,NO,NO,NO,NO,50126030.0,-333706550679362,-691923487111206
2198,MENDOZA,Tupungato,El Zampal,177,NO,NO,NO,NO,NO,NO,NO,NO,SI,50126035.0,-333989500475535,-691057367245591
2199,MENDOZA,Tupungato,La Arboleda,540,NO,NO,NO,NO,NO,SI,NO,NO,SI,50126040.0,-333688267818118,-691247363670469
2200,MENDOZA,Tupungato,San José,1445,NO,NO,NO,SI,NO,SI,NO,SI,SI,50126050.0,-333068450101282,-691645780862147
2201,MISIONES,Apóstoles,Tres Capones,485,NO,NO,NO,NO,NO,NO,NO,NO,NO,54007070.0,-280000872703207,-55608042877744
2202,SANTA FE,San Cristóbal,Colonia Bossi,111,SI,NO,NO,SI,NO,SI,NO,NO,SI,82091080.0,-306691245233432,-617896030300364
2203,SANTA FE,San Cristóbal,Colonia Rosa,562,NO,NO,NO,NO,NO,NO,NO,NO,SI,82091090.0,-303022785889636,-619844913702309
2204,SANTA FE,San Cristóbal,Constanza,129,NO,NO,NO,NO,NO,NO,SI,NO,NO,82091100.0,-30664633909429,-613207552160733
2205,SANTA FE,San Cristóbal,Curupaity,220,NO,NO,NO,NO,NO,SI,NO,NO,NO,82091110.0,-30397911889967,-616518044215673
2206,SANTA FE,San Cristóbal,Hersilia,2780,NO,SI,NO,NO,NO,SI,SI,SI,SI,82091120.0,-300056765366847,-618396467676821
2207,SANTA FE,San Cristóbal,Huanqueros,665,NO,NO,NO,NO,NO,SI,NO,NO,SI,82091130.0,-300136747533996,-612192947646911
2208,SANTA FE,San Cristóbal,La Cabral,161,NO,NO,NO,NO,SI,SI,SI,NO,NO,82091140.0,-300876438007142,-611797070550573
2209,SANTA FE,San Cristóbal,La Lucila,112,NO,NO,NO,NO,NO,NO,NO,NO,NO,82091145.0,-304196635334388,-610033073134897
2210,SANTA FE,San Cristóbal,La Rubia,299,NO,SI,NO,NO,NO,NO,SI,NO,NO,82091150.0,-301113966728017,-617927608545145
2211,SANTA FE,San Cristóbal,Las Avispas,46,NO,NO,NO,NO,NO,NO,NO,NO,NO,82091160.0,-298953127955717,-612911992453769
2212,SANTA FE,San Cristóbal,Las Palmeras,545,NO,NO,NO,NO,NO,SI,SI,NO,SI,82091170.0,-306326345828984,-616277233886562
2213,SANTA FE,San Cristóbal,Moisés Ville,2318,SI,SI,NO,SI,NO,SI,SI,SI,SI,82091180.0,-307182008702613,-61469140085345
2214,SANTA FE,San Cristóbal,Monigotes,347,NO,NO,NO,NO,NO,SI,SI,SI,SI,82091190.0,-304901359922347,-616348224695165
2215,SANTA FE,San Cristóbal,Ñanducita,79,NO,NO,NO,NO,NO,SI,NO,NO,NO,82091200.0,-3037245992257,-611326015812096
2216,SANTA FE,San Cristóbal,Palacios,245,SI,NO,NO,SI,NO,SI,NO,SI,SI,82091210.0,-307106694051354,-616236952048733
2217,SANTA FE,San Cristóbal,San Cristóbal,14389,SI,SI,NO,SI,SI,SI,SI,SI,SI,82091220.0,-30311687011314,-612386444593771
2218,BUENOS AIRES,Azul,Azul,55728,SI,SI,SI,SI,SI,SI,SI,SI,SI,6049020.0,-367795144970313,-598586331707414
2219,BUENOS AIRES,Azul,Cacharí,2960,NO,NO,SI,NO,NO,SI,SI,SI,SI,6049030.0,-363805626332947,-595030645507265
2220,BUENOS AIRES,Azul,Chillar,3083,NO,NO,NO,NO,SI,SI,SI,SI,SI,6049040.0,-373150113247344,-599853181679139
2221,BUENOS AIRES,Bahía Blanca,Bahía Blanca,291327,SI,SI,SI,SI,SI,SI,SI,SI,SI,6056010.0,-387114037284555,-622569089501864
2222,BUENOS AIRES,Bahía Blanca,Cabildo,2046,NO,SI,SI,NO,NO,SI,SI,SI,SI,6056020.0,-384838572081944,-618926015349487
2223,BUENOS AIRES,Bahía Blanca,General Daniel Cerri (Est. General Cerri),6745,SI,SI,SI,NO,NO,SI,SI,SI,SI,6056030.0,-387136524854986,-623924221653991
2224,BUENOS AIRES,Bahía Blanca,Grunbein,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-387471079502848,-621891166907456
2225,BUENOS AIRES,Bahía Blanca,Ingeniero White,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-387794670416666,-62262951248824
2226,BUENOS AIRES,Bahía Blanca,Villa Bordeau,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-386472605094596,-623200223419024
2227,BUENOS AIRES,Bahía Blanca,Villa Espora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-387765069529222,-621851833537179
2228,MISIONES,Libertador Grl. San Martín,El Alcázar,3034,NO,NO,NO,NO,SI,NO,SI,SI,SI,54077020.0,-267102586382645,-548161444547822
2229,MISIONES,Libertador Grl. San Martín,Garuhapé,5325,SI,SI,NO,NO,SI,SI,SI,SI,SI,54077030.0,-268186828823083,-549576120074303
2230,MISIONES,Libertador Grl. San Martín,Mbopicuá,254,NO,NO,NO,NO,NO,NO,NO,NO,NO,54077040.0,-268615012222942,-550463438652711
2231,MISIONES,Libertador Grl. San Martín,Puerto Leoni,1114,NO,NO,NO,NO,NO,SI,NO,NO,SI,54077050.0,-269840910613646,-551694842635982
2232,MISIONES,Libertador Grl. San Martín,Puerto Rico,15995,SI,SI,NO,NO,NO,SI,SI,SI,SI,54077060.0,-268148524027618,-550240728847562
2233,MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,1672,SI,SI,NO,NO,SI,SI,SI,NO,SI,54077070.0,-269665882832067,-5505758992095
2234,MISIONES,Libertador Grl. San Martín,San Alberto,838,NO,NO,NO,NO,NO,NO,NO,NO,NO,54077080.0,-268048950436231,-549881508224082
2235,MISIONES,Libertador Grl. San Martín,San Gotardo,273,NO,NO,NO,NO,NO,NO,NO,NO,SI,54077090.0,-269225122221192,-551238743204073
2236,MISIONES,Libertador Grl. San Martín,San Miguel,1486,SI,NO,NO,NO,NO,NO,NO,NO,SI,54077100.0,-268533367010148,-548892924101276
2237,MISIONES,Libertador Grl. San Martín,Villa Akerman,489,NO,NO,NO,NO,NO,NO,NO,NO,NO,54077110.0,-269412646689407,-550957711615406
2238,MISIONES,Libertador Grl. San Martín,Villa Urrutia,123,NO,NO,NO,NO,NO,NO,NO,NO,NO,54077120.0,-268462676092826,-54739753574325
2239,MISIONES,Montecarlo,Bario Ita,581,NO,NO,NO,NO,NO,NO,NO,NO,NO,54084007.0,-265283257581417,-547089179903484
2240,MISIONES,Montecarlo,Barrio Cuatro Bocas,336,NO,NO,NO,NO,NO,NO,NO,NO,NO,54084003.0,-265482209436331,-546748836684444
2241,MISIONES,Montecarlo,Barrio Guatambu,305,NO,NO,NO,NO,NO,NO,NO,NO,NO,54084005.0,-266027932981786,-546955807827058
2242,MISIONES,Montecarlo,Caraguatay,1440,NO,NO,NO,NO,NO,NO,SI,SI,SI,54084010.0,-266563488324986,-547392272649556
2243,MISIONES,Montecarlo,Laharrague,791,NO,NO,NO,NO,NO,NO,NO,NO,NO,54084020.0,-26532818826907,-546506736537237
2244,MISIONES,Montecarlo,Montecarlo,18827,SI,SI,NO,SI,NO,NO,SI,SI,SI,54084030.0,-265661764915312,-547614267394945
2245,MISIONES,Montecarlo,Piray Kilómetro 18,300,NO,NO,NO,NO,NO,NO,NO,NO,SI,54084040.0,-265237915925702,-545916547620688
2246,BUENOS AIRES,Hurlingham,William C. Morris,51471,NO,SI,NO,SI,NO,SI,NO,SI,SI,6408010.0,-345815622830288,-586583005365543
2247,BUENOS AIRES,Ituzaingó,Ituzaingó Centro,111138,SI,SI,SI,SI,SI,SI,SI,SI,SI,6410010.0,-346440551161203,-58688489332955
2248,BUENOS AIRES,Ituzaingó,Ituzaingó Sur,23264,NO,NO,NO,NO,NO,SI,NO,SI,SI,6410010.0,-346699430265699,-586733044157835
2249,BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,33422,SI,SI,SI,SI,NO,SI,SI,SI,SI,6410010.0,-346168695808944,-58693287500009
2250,BUENOS AIRES,José C. Paz,Del Viso,6873,NO,SI,NO,NO,NO,NO,NO,SI,SI,6412010.0,-34480495794913,-588042588983994
2251,BUENOS AIRES,José C. Paz,José C Paz,250301,SI,SI,SI,SI,SI,SI,SI,SI,SI,6412010.0,-345211611965464,-58770881112578
2252,BUENOS AIRES,José C. Paz,Tortuguitas,8806,NO,SI,NO,NO,NO,NO,NO,SI,SI,6412010.0,-344918483987206,-587863780316191
2253,BUENOS AIRES,Junín,Agustín Roca,331,NO,NO,NO,SI,NO,SI,SI,NO,SI,6413010.0,-34508084406003,-608648956546314
2254,BUENOS AIRES,Junín,Agustina,155,NO,NO,NO,SI,NO,NO,SI,SI,SI,6413020.0,-344607068571169,-61067072329925
2255,CHUBUT,Río Senguer,Río Mayo,2791,NO,NO,NO,NO,SI,SI,NO,NO,SI,26084070.0,-456964538171738,-702559804482547
2256,CHUBUT,Sarmiento,Buen Pasto,105,NO,NO,NO,NO,SI,NO,NO,NO,NO,26091010.0,-450804225633305,-694497777721279
2257,CHUBUT,Sarmiento,Sarmiento,10858,SI,NO,NO,SI,SI,SI,SI,SI,SI,26091020.0,-45590519720018,-690706825167205
2258,CHUBUT,Tehuelches,Frontera de Río Pico,44,NO,NO,NO,NO,NO,NO,NO,NO,NO,26098010.0,-441988556500986,-716666681641388
2259,CHUBUT,Tehuelches,Gobernador Costa,2251,NO,NO,SI,NO,NO,NO,SI,NO,SI,26098020.0,-440529826063177,-70597920256446
2260,CHUBUT,Tehuelches,José de San Martín,1612,NO,NO,NO,NO,SI,NO,SI,NO,SI,26098030.0,-440545030861499,-704698423450266
2261,CHUBUT,Tehuelches,Río Pico,1055,NO,NO,NO,NO,SI,NO,SI,NO,NO,26098040.0,-441829932413496,-713700565360866
2262,CHUBUT,Telsen,Gan Gan,661,NO,NO,NO,NO,SI,SI,SI,NO,SI,26105010.0,-425232330288476,-682828542288869
2263,CHUBUT,Telsen,Telsen,544,NO,SI,NO,NO,SI,SI,SI,SI,SI,26105020.0,-424387511614213,-66941427996482
2264,CORDOBA,Calamuchita,Amboy,183,NO,NO,NO,NO,NO,SI,SI,NO,NO,14007010.0,-321759165218621,-645765483175138
2265,CORDOBA,Calamuchita,Arroyo San Antonio,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,14007020.0,-3226205146004,-645937253212731
2266,CORDOBA,Calamuchita,Cañada del Sauce,61,SI,NO,NO,NO,NO,NO,SI,NO,SI,14007030.0,-323679991604313,-646425223427633
2267,CORDOBA,Calamuchita,Capilla Vieja,68,NO,NO,NO,NO,NO,SI,NO,SI,SI,14007040.0,-31942027416529,-646165406145348
2268,CORDOBA,Calamuchita,El Corcovado - El Torreón,417,SI,NO,NO,NO,NO,SI,SI,NO,NO,14007050.0,-32149759071844,-645015914694579
2269,CORDOBA,Calamuchita,El Durazno,100,NO,NO,NO,NO,NO,NO,NO,NO,NO,14007055.0,-321695656120552,-647747710529989
2270,CORDOBA,Calamuchita,Embalse,8793,NO,NO,NO,SI,SI,SI,NO,SI,SI,14007060.0,-322065076875762,-644006226825819
2271,MISIONES,Cainguás,1º de Mayo,403,NO,NO,NO,NO,NO,NO,NO,NO,SI,54014060.0,-271660848947706,-55029165269622
2272,BUENOS AIRES,Puán,Villa Castelar (Est. Erize),31,NO,NO,NO,NO,NO,NO,SI,NO,NO,6651100.0,-373905464925651,-628051325654187
2273,BUENOS AIRES,Puán,Villa Iris,1858,NO,NO,NO,SI,NO,SI,SI,SI,SI,6651110.0,-381693097057753,-632320511809102
2274,BUENOS AIRES,Punta Indio,Alvarez Jonte,38,NO,NO,NO,NO,NO,NO,NO,NO,NO,6655010.0,-353227800092544,-574490768504218
2275,BUENOS AIRES,Punta Indio,Las Tahonas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6655040.0,-353548754574502,-573822045685313
2276,BUENOS AIRES,Punta Indio,Pipinas,954,NO,SI,NO,NO,NO,NO,SI,SI,SI,6655030.0,-3553126706917,-573285887617048
2277,BUENOS AIRES,Punta Indio,Punta Indio,569,NO,NO,NO,NO,NO,NO,SI,NO,NO,6655040.0,-352808352898089,-572360072391524
2278,BUENOS AIRES,Punta Indio,Verónica,6546,SI,SI,NO,SI,NO,NO,SI,SI,SI,6655050.0,-353881552142501,-573371601623743
2279,BUENOS AIRES,Quilmes,Bernal,37547,SI,SI,SI,SI,SI,SI,SI,SI,SI,6658010.0,-34700378406023,-582766427817003
2280,BUENOS AIRES,Quilmes,Bernal Oeste,85959,SI,SI,SI,SI,NO,SI,SI,SI,SI,6658010.0,-347269644246033,-583182795621594
2281,BUENOS AIRES,Quilmes,Don Bosco,23458,SI,SI,NO,SI,NO,NO,SI,SI,SI,6658010.0,-347032130159372,-582984533178872
2282,BUENOS AIRES,Quilmes,Ezpeleta,55274,SI,SI,SI,SI,NO,SI,SI,SI,SI,6658010.0,-347435644425127,-582281408361207
2283,BUENOS AIRES,Balcarce,Balcarce,38376,SI,SI,SI,SI,SI,SI,SI,SI,SI,6063010.0,-378482779294345,-582551665841248
2284,BUENOS AIRES,Balcarce,Los Pinos,337,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063020.0,-379412057603,-583225920150442
2285,BUENOS AIRES,Balcarce,Napaleofú,374,NO,NO,NO,SI,NO,SI,SI,SI,SI,6063030.0,-376254980210026,-587461862359423
2286,BUENOS AIRES,Balcarce,Ramos Otero,95,NO,NO,NO,NO,NO,SI,NO,NO,SI,6063040.0,-375426353712017,-583407185507274
2287,BUENOS AIRES,Balcarce,San Agustín,498,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063050.0,-380122838564587,-58355377761682
2288,BUENOS AIRES,Balcarce,Villa Laguna La Brava,115,NO,NO,NO,NO,NO,SI,SI,SI,SI,6063060.0,-378596285282151,-579806008736401
2289,BUENOS AIRES,Baradero,Baradero,28537,SI,SI,NO,SI,SI,SI,SI,SI,SI,6070010.0,-338128781547156,-595043068852807
2290,BUENOS AIRES,Baradero,Irineo Portela,379,NO,NO,NO,NO,NO,SI,SI,NO,NO,6070020.0,-339810489198561,-596715601606315
2291,BUENOS AIRES,Baradero,Santa Coloma,203,NO,NO,NO,NO,NO,SI,NO,NO,SI,6070030.0,-34062154134736,-595585420642846
2292,BUENOS AIRES,Baradero,Villa Alsina (Est. Alsina),1488,SI,NO,NO,SI,NO,SI,SI,SI,SI,6070040.0,-339096038045591,-593882017132282
2293,BUENOS AIRES,Benito Juárez,Barker,1241,NO,NO,NO,SI,SI,SI,SI,SI,SI,6084010.0,-376424111302365,-593889380312927
2294,BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),14279,SI,NO,SI,SI,SI,SI,SI,SI,SI,6084020.0,-376766410210105,-598057677109444
2295,BUENOS AIRES,Benito Juárez,López,138,NO,NO,NO,NO,NO,SI,NO,NO,NO,6084030.0,-375545120854221,-596278461536299
2296,BUENOS AIRES,Junín,Balneario Laguna de Gómez,230,NO,NO,NO,NO,NO,SI,NO,SI,SI,6413030.0,-346606435780718,-610183645929666
2297,BUENOS AIRES,Junín,Fortín Tiburcio,257,NO,NO,NO,NO,NO,SI,SI,NO,NO,6413040.0,-343467322372427,-611310781728463
2298,BUENOS AIRES,Junín,Junín,87509,SI,SI,SI,SI,SI,SI,SI,SI,SI,6413050.0,-345838316271397,-609472651715327
2299,BUENOS AIRES,Junín,Laplacette,22,NO,NO,NO,SI,NO,SI,NO,NO,NO,6413060.0,-347245238530675,-611553171474145
2300,BUENOS AIRES,Junín,Morse,563,NO,SI,NO,SI,NO,SI,SI,NO,SI,6413070.0,-347608898130707,-608419122487126
2301,BUENOS AIRES,Junín,Paraje La Agraria,40,NO,NO,NO,NO,NO,NO,NO,NO,NO,6413055.0,-346564145153102,-608466681579607
2302,BUENOS AIRES,Junín,Saforcada,431,NO,NO,NO,NO,NO,SI,SI,SI,SI,6413080.0,-345752591285936,-610747308195452
2303,BUENOS AIRES,La Costa,Aguas Verdes,0,SI,NO,NO,SI,NO,SI,NO,SI,SI,,-366552111489067,-566949520678334
2304,BUENOS AIRES,La Costa,Las Toninas,5278,SI,SI,SI,SI,NO,SI,SI,SI,SI,6420010.0,-364883976285615,-567004352579533
2305,BUENOS AIRES,La Costa,Lucila Del Mar,0,SI,NO,NO,SI,NO,SI,NO,SI,SI,,-366627491358367,-566817136067571
2306,CHUBUT,Escalante,Km. 11 - Cuarteles,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-457707679612545,-674358046744231
2307,CHUBUT,Escalante,KM. 3 - General Mosconi,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-458318281251079,-674917096424434
2308,CHUBUT,Escalante,KM. 5 - Presidente Ortiz,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-457875522789201,-674695736235974
2309,BUENOS AIRES,Quilmes,Ezpeleta Oeste,26256,SI,SI,SI,SI,NO,NO,SI,SI,SI,6658010.0,-347634442077448,-582638314351646
2310,BUENOS AIRES,Quilmes,Quilmes,125373,SI,SI,SI,SI,SI,SI,SI,SI,SI,6658010.0,-347241344748224,-582492205541766
2311,BUENOS AIRES,Quilmes,Quilmes Oeste,133980,SI,SI,SI,SI,NO,SI,SI,SI,SI,6658010.0,-347477989892391,-582999440151876
2312,BUENOS AIRES,Quilmes,San Francisco Solano,59962,SI,SI,NO,SI,NO,SI,NO,SI,SI,6658010.0,-347777730726874,-583101561253692
2313,BUENOS AIRES,Quilmes,Villa La Florida,35135,SI,SI,SI,SI,NO,SI,SI,SI,SI,6658010.0,-347688841339243,-582957092489115
2314,BUENOS AIRES,Ramallo,El Paraíso,423,NO,NO,NO,NO,NO,NO,SI,NO,NO,6665010.0,-335679152654445,-599791123483107
2315,BUENOS AIRES,Ramallo,Las Bahamas,31,NO,NO,NO,NO,NO,NO,NO,SI,SI,6665020.0,-336366100825527,-599895563465816
2316,BUENOS AIRES,Ramallo,Pérez Millán,4570,NO,NO,NO,SI,NO,NO,SI,SI,SI,6665030.0,-337674497804832,-600927343667154
2317,NEUQUEN,Ñorquín,Copahue,1,NO,NO,NO,NO,NO,SI,SI,NO,NO,58084020.0,-378191699254756,-710991107043764
2318,CABA,COMUNA 03,SAN CRISTOBAL,48611,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-34623864473461,-584018857979853
2319,CHACO,Libertad,Puerto Tirol,8819,SI,NO,NO,SI,NO,SI,SI,SI,SI,22077040.0,-273745125614532,-590953159917862
2320,CHACO,Libertador General San Martín,Ciervo Petiso,786,NO,NO,NO,NO,SI,SI,NO,NO,SI,22084010.0,-265815849580294,-596329803967089
2321,CHACO,Libertador General San Martín,General José de San Martín,28124,SI,SI,NO,SI,NO,SI,SI,SI,SI,22084020.0,-265340730622708,-59334711358946
2322,CHACO,Libertador General San Martín,La Eduvigis,392,NO,NO,NO,NO,SI,NO,NO,NO,SI,22084030.0,-268374120457599,-590641175796047
2323,CHACO,Libertador General San Martín,Laguna Limpia,1207,NO,NO,NO,NO,NO,SI,NO,NO,SI,22084040.0,-264967013914467,-596799372880349
2324,CHACO,Libertador General San Martín,Pampa Almirón,1278,NO,NO,NO,SI,NO,SI,NO,SI,SI,22084050.0,-26702247857191,-591237850343206
2325,CABA,COMUNA 11,VILLA DEVOTO,66521,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346023803136553,-585142437101484
2326,CORDOBA,Unión,San Antonio de Litín,1268,SI,NO,NO,SI,NO,SI,SI,SI,SI,14182240.0,-322128605395629,-626330068495678
2327,CORDOBA,Unión,San Marcos,3093,SI,NO,NO,NO,NO,NO,SI,SI,SI,14182250.0,-326303275526998,-624819712615844
2328,CORDOBA,Unión,San Severo,20,NO,NO,NO,NO,NO,NO,NO,NO,SI,14182260.0,-335383254710795,-630479276785209
2329,CORDOBA,Unión,Viamonte,1583,SI,NO,NO,NO,NO,NO,SI,SI,SI,14182270.0,-337470669728167,-630989062265371
2330,CORDOBA,Unión,Villa Los Patos,26,NO,NO,NO,NO,NO,NO,NO,NO,NO,14182280.0,-32763745038404,-627277954886855
2331,CORDOBA,Unión,Wenceslao Escalante,1504,SI,SI,NO,SI,SI,SI,SI,SI,SI,14182290.0,-331720228484368,-627700003268955
2332,CHACO,Libertador General San Martín,Pampa del Indio,9204,NO,NO,NO,SI,SI,SI,SI,SI,SI,22084060.0,-26050714758193,-599412241077467
2333,CHACO,Libertador General San Martín,Presidencia Roca,4201,NO,NO,NO,SI,SI,SI,SI,SI,SI,22084070.0,-261402007626997,-595968452905131
2334,CHACO,Libertador General San Martín,Selvas del Río de Oro,606,NO,NO,NO,NO,NO,NO,NO,NO,SI,22084080.0,-268044755779716,-589585454452623
2335,CHACO,Maipú,Tres Isletas,16976,SI,NO,NO,SI,NO,SI,SI,SI,SI,22091010.0,-263378349285309,-604299349548752
2336,CHACO,Mayor Luis J. Fontana,Coronel Du Graty,7509,SI,SI,NO,SI,SI,SI,NO,SI,SI,22098010.0,-27682571155615,-609091956314644
2337,CHACO,Mayor Luis J. Fontana,Enrique Urién,515,NO,NO,NO,SI,NO,NO,NO,NO,NO,22098020.0,-275587251493486,-605259907543736
2338,CHACO,Mayor Luis J. Fontana,Villa Angela,41403,SI,SI,NO,SI,SI,SI,SI,SI,SI,22098030.0,-275788592432947,-607141120066309
2339,CHACO,O Higgins,La Clotilde,3382,NO,NO,NO,NO,NO,NO,NO,NO,SI,22112010.0,-271781993384686,-606315741848515
2340,CHACO,O Higgins,La Tigra,2866,NO,NO,NO,NO,NO,NO,NO,NO,SI,22112020.0,-271157899755692,-605898941741226
2341,CHACO,O Higgins,San Bernardo,9379,NO,NO,NO,NO,NO,NO,NO,SI,SI,22112030.0,-272904384132604,-607149736332961
2342,CHACO,Presidencia de la Plaza,Presidencia de la Plaza,9642,SI,SI,NO,SI,NO,NO,SI,SI,SI,22119010.0,-270029714359347,-59847600385659
2343,CHACO,Quitilipi,Quitilipi,24517,SI,NO,NO,SI,NO,SI,SI,SI,SI,22133010.0,-268732071732978,-602185241226399
