,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
0,BUENOS AIRES,25 de Mayo,25 de Mayo,23408,SI,SI,NO,SI,SI,SI,SI,SI,SI,6854100.0,-354339385892588,-601731209454056
1,BUENOS AIRES,25 de Mayo,Agustín Mosconi,280,NO,NO,NO,NO,NO,NO,SI,NO,NO,6854010.0,-357392169542026,-605590634621789
2,BUENOS AIRES,25 de Mayo,Del Valle,899,SI,NO,NO,NO,SI,NO,NO,SI,SI,6854020.0,-358973453887603,-607316089512944
3,BUENOS AIRES,25 de Mayo,Ernestina,145,SI,NO,NO,NO,NO,NO,NO,NO,NO,6854030.0,-352702340519789,-595575034078873
4,BUENOS AIRES,25 de Mayo,Gobernador Ugarte,547,NO,NO,NO,NO,NO,SI,NO,NO,NO,6854040.0,-351643973648093,-600813577815069
5,BUENOS AIRES,25 de Mayo,Lucas Monteverde,63,NO,NO,NO,NO,NO,SI,NO,NO,NO,6854050.0,-354838272164734,-599880647932831
6,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,4524,NO,SI,NO,NO,NO,SI,SI,SI,SI,6854060.0,-352727788695321,-597719327250509
7,BUENOS AIRES,25 de Mayo,Pedernales,1432,SI,NO,NO,NO,NO,NO,NO,NO,SI,6854070.0,-352666085074294,-596306574695384
8,BUENOS AIRES,25 de Mayo,San Enrique,279,NO,NO,NO,NO,NO,NO,SI,NO,NO,6854080.0,-357785028686085,-603546454811901
9,BUENOS AIRES,25 de Mayo,Valdés,579,NO,NO,NO,NO,NO,NO,SI,NO,SI,6854090.0,-356488128268597,-604672591673156
10,BUENOS AIRES,9 de Julio,12 de Octubre,219,NO,NO,NO,NO,NO,SI,SI,NO,NO,6588030.0,-35607730780146,-609182929927645
11,BUENOS AIRES,9 de Julio,9 de Julio,36494,SI,SI,SI,SI,NO,SI,SI,SI,SI,6588100.0,-354447435053964,-608843433362719
12,BUENOS AIRES,9 de Julio,Alfredo Demarchi (Est. Facundo Quiroga),1853,SI,NO,NO,NO,NO,NO,SI,SI,SI,6588010.0,-352929819536873,-614072542128
13,BUENOS AIRES,Carlos Tejedor,Curarú,422,NO,NO,NO,NO,NO,NO,SI,NO,NO,6154030.0,-356403503028113,-621924372294866
14,BUENOS AIRES,Carlos Tejedor,Timote,526,NO,NO,NO,NO,NO,NO,SI,NO,NO,6154040.0,-353477615165229,-622246532791856
15,BUENOS AIRES,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),3201,NO,NO,NO,NO,SI,NO,SI,SI,SI,6154050.0,-351979815144911,-627730814064669
16,BUENOS AIRES,Carmen de Areco,Carmen de Areco,12775,SI,SI,SI,SI,NO,SI,SI,SI,SI,6161010.0,-343776987251735,-598229019801033
17,BUENOS AIRES,Carmen de Areco,Pueblo Gouin,122,NO,NO,NO,NO,NO,SI,NO,NO,NO,6161020.0,-344951191416005,-598029737383366
18,BUENOS AIRES,Carmen de Areco,Tres Sargentos,391,NO,NO,NO,NO,NO,SI,SI,NO,SI,6161030.0,-344664778301466,-600008697422009
19,BUENOS AIRES,Castelli,Castelli,6859,SI,SI,NO,SI,SI,SI,SI,SI,SI,6168010.0,-36091694119436,-578071801619355
20,BUENOS AIRES,Castelli,Centro Guerrero,114,NO,NO,NO,SI,NO,SI,NO,NO,NO,6168020.0,-360570621940227,-578235422591576
21,BUENOS AIRES,Castelli,Cerro de la Gloria,107,NO,NO,NO,SI,NO,NO,NO,SI,NO,6168030.0,-359760530599951,-574487354447874
22,BUENOS AIRES,Chacabuco,Castilla,689,NO,NO,NO,NO,NO,SI,SI,NO,NO,6210010.0,-346131247014799,-599005194580559
23,BUENOS AIRES,Chacabuco,Chacabuco,38418,SI,SI,SI,SI,NO,SI,SI,SI,SI,6210020.0,-346429843999409,-604701843504346
24,BUENOS AIRES,Chacabuco,Los Angeles,54,NO,NO,NO,NO,NO,NO,NO,SI,SI,6210030.0,-344575064000002,-601801845132051
25,BUENOS AIRES,Chacabuco,O'Higgins,1206,SI,NO,NO,SI,NO,SI,SI,SI,SI,6210040.0,-345854707868254,-606986325840689
26,BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,18089,SI,NO,SI,SI,NO,NO,SI,SI,SI,6315010.0,-369967730012079,-571374769071298
27,BUENOS AIRES,General La Madrid,General La Madrid,8073,SI,NO,SI,SI,NO,SI,SI,SI,SI,6322010.0,-372503992475804,-612595794125711
28,BUENOS AIRES,General La Madrid,La Colina,663,NO,NO,NO,NO,NO,NO,SI,NO,NO,6322020.0,-373607690235166,-615348487870647
29,BUENOS AIRES,General La Madrid,Las Martinetas,215,NO,NO,NO,NO,NO,NO,SI,NO,NO,6322030.0,-371980813542863,-611220424031557
30,BUENOS AIRES,General La Madrid,Líbano,292,NO,NO,NO,NO,NO,NO,SI,NO,NO,6322040.0,-3753362138441,-612865750087495
31,BUENOS AIRES,General La Madrid,Pontaut,68,NO,NO,NO,NO,NO,NO,NO,SI,NO,6322050.0,-37731769903374,-613230957170244
32,BUENOS AIRES,General Las Heras,General Hornos,194,NO,NO,NO,NO,NO,NO,NO,NO,SI,6329010.0,-348937763345299,-589172215319327
33,BUENOS AIRES,General Las Heras,General Las Heras (Est. Las Heras),11331,SI,SI,SI,NO,NO,SI,SI,SI,SI,6329020.0,-349267739074255,-589453407851291
34,BUENOS AIRES,General Las Heras,La Choza,41,NO,NO,NO,NO,NO,NO,NO,NO,NO,6329030.0,-347829908276155,-591095647693247
35,BUENOS AIRES,General Las Heras,Lozano,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,6329020.0,-348542796259808,-590533451317779
36,BUENOS AIRES,General Las Heras,Plomer,198,NO,NO,NO,NO,NO,NO,SI,NO,NO,6329050.0,-347941193667757,-590279756935744
37,BUENOS AIRES,General Las Heras,Villars,1147,NO,SI,SI,SI,NO,NO,SI,NO,NO,6329060.0,-348300241949658,-589422589402025
38,BUENOS AIRES,General Lavalle,Chacras de San Clemente,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6336020.0,-364080851872455,-569433553335054
39,BUENOS AIRES,General Lavalle,General Lavalle,1827,NO,SI,NO,NO,SI,SI,SI,SI,SI,6336020.0,-364080851872455,-569433553335054
40,BUENOS AIRES,General Lavalle,Pavón,942,NO,NO,NO,SI,NO,SI,NO,SI,SI,6336030.0,-367089537726649,-567598433617574
41,BUENOS AIRES,La Plata,La Plata,207620,SI,SI,SI,SI,SI,SI,SI,SI,SI,6441030.0,-34920863104693,-579540560062469
42,BUENOS AIRES,La Plata,La Providencia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6441030.0,-350232476,-582307028
43,BUENOS AIRES,La Plata,Lisandro Olmos,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,6441030.0,-349976086009747,-58043377425691
44,BUENOS AIRES,La Plata,Lomas de Copello,420,NO,NO,NO,NO,NO,NO,NO,NO,NO,6441040.0,-349520385659845,-578409385980167
45,BUENOS AIRES,La Plata,Los Hornos,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,6441030.0,-34973715513981,-579850539062724
46,BUENOS AIRES,La Plata,Manuel B Gonnet,0,NO,SI,NO,SI,NO,NO,NO,SI,SI,6441030.0,-348819511933447,-580189915342036
47,BUENOS AIRES,La Plata,Poblet,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6441030.0,-350604581,-579547426
48,BUENOS AIRES,La Plata,Ringuelet,0,NO,SI,NO,SI,NO,NO,NO,SI,SI,6441030.0,-348910544941568,-579913781921596
49,BUENOS AIRES,La Plata,Rufino De Elizalde,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6441030.0,-349710900774179,-579524351288235
50,BUENOS AIRES,La Plata,ruta del sol,0,SI,NO,NO,NO,NO,NO,NO,SI,SI,,-349437333541431,-581732652389706
51,BUENOS AIRES,La Plata,ruta del sol,2312,SI,NO,NO,NO,NO,NO,NO,SI,SI,,-349437333541431,-581732652389706
52,BUENOS AIRES,La Plata,Tolosa,0,NO,SI,NO,SI,NO,NO,NO,SI,SI,6441030.0,-349007699307169,-579821293495972
53,BUENOS AIRES,La Plata,Transradio,0,NO,NO,NO,NO,SI,NO,NO,SI,SI,6441030.0,-348790055541958,-58081733864461
54,BUENOS AIRES,Necochea,Juan N. Fernández,2721,SI,NO,NO,NO,SI,SI,SI,SI,SI,6581030.0,-380091787783017,-592634988347821
55,BUENOS AIRES,Necochea,Necochea - Quequén,84784,SI,SI,SI,SI,SI,SI,SI,SI,SI,6581040.0,-385711702285697,-587702419838751
56,BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),2131,SI,NO,SI,NO,NO,SI,SI,SI,NO,6581050.0,-382846361959919,-59202754253612
57,BUENOS AIRES,Necochea,Ramón Santamarina,430,NO,NO,NO,NO,NO,NO,SI,SI,SI,6581060.0,-384503897333336,-593311154416146
58,BUENOS AIRES,Olavarría,Blancagrande,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,6595010.0,-365328887082639,-608824549132602
59,BUENOS AIRES,Olavarría,Colonia Hinojo,3841,NO,NO,NO,NO,NO,NO,NO,NO,SI,6595070.0,-368800694499223,-601780552970612
60,BUENOS AIRES,Olavarría,Colonia Nievas,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,6595030.0,-368641370257955,-600816424704
61,BUENOS AIRES,Olavarría,Colonia San Miguel,902,NO,NO,NO,NO,NO,NO,NO,NO,NO,6595040.0,-369495659791886,-601108954083182
62,BUENOS AIRES,Olavarría,Espigas,492,NO,NO,NO,NO,NO,NO,SI,NO,NO,6595050.0,-364122732396335,-606730694647
63,BUENOS AIRES,Olavarría,Hinojo,3841,SI,NO,NO,NO,SI,SI,SI,SI,SI,6595060.0,-368805120719062,-601771940245473
64,BUENOS AIRES,Olavarría,Olavarría,89721,SI,SI,SI,SI,SI,NO,SI,SI,SI,6595070.0,-368920935788859,-603180046559577
65,BUENOS AIRES,Olavarría,Recalde,385,NO,NO,NO,NO,NO,NO,SI,NO,NO,6595080.0,-366515016172821,-610845040269815
66,BUENOS AIRES,Olavarría,Santa Luisa,40,NO,NO,NO,NO,NO,NO,NO,SI,NO,6595090.0,-371256790161133,-604158706665039
67,BUENOS AIRES,Olavarría,Sierra Chica,4812,NO,SI,NO,NO,NO,SI,NO,SI,SI,6595100.0,-36843238222524,-602234271381196
68,BUENOS AIRES,Olavarría,Sierras Bayas,3849,SI,NO,SI,NO,NO,SI,SI,NO,NO,6595110.0,-369225238148372,-602157925414657
69,BUENOS AIRES,Vicente López,Villa Martelli,25616,SI,SI,NO,SI,NO,SI,SI,SI,SI,6861010.0,-345525979527695,-585091432644227
70,BUENOS AIRES,Villa Gesell,Mar Azul,1797,NO,NO,NO,NO,NO,NO,SI,SI,SI,6868010.0,-373366731576801,-57032501468863
71,BUENOS AIRES,Villa Gesell,Mar De Las Pampas,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-373281312355181,-570399070097774
72,BUENOS AIRES,Villa Gesell,Villa Gesell,29593,SI,NO,NO,SI,NO,NO,SI,SI,SI,6868020.0,-372464704698501,-569707267624406
73,BUENOS AIRES,Villarino,Argerich,80,NO,NO,NO,NO,NO,SI,SI,NO,NO,6875010.0,-387686560837266,-626025276771033
74,BUENOS AIRES,Villarino,Colonia San Adolfo,109,NO,NO,NO,NO,NO,NO,NO,NO,NO,6875020.0,-393983952518232,-625711721088672
75,BUENOS AIRES,Villarino,Country Los Medanos,61,NO,NO,NO,NO,NO,SI,NO,NO,NO,6875025.0,-388468445915571,-62738741885831
76,BUENOS AIRES,Villarino,Hilario Ascasubi,3427,NO,NO,NO,NO,NO,NO,SI,SI,SI,6875030.0,-393758602632663,-626477900877351
77,BUENOS AIRES,Villarino,Juan Cousté (Est. Algarrobo),1993,NO,NO,SI,NO,NO,SI,SI,SI,SI,6875040.0,-388942604188728,-631361581918897
78,BUENOS AIRES,Villarino,Mayor Buratovich,5372,SI,NO,NO,SI,NO,NO,SI,SI,SI,6875050.0,-392590946793617,-626157889589915
79,BUENOS AIRES,Villarino,Médanos,5245,SI,SI,SI,SI,NO,SI,SI,SI,SI,6875060.0,-388293145512181,-626943321574343
80,CABA,COMUNA 01,CONSTITUCION,44107,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346250478642294,-58384387226424
81,CORDOBA,San Justo,Freyre,6620,SI,SI,NO,NO,NO,SI,SI,SI,SI,14140220.0,-311647319320813,-620976333908888
82,CORDOBA,San Justo,La Francia,3720,SI,NO,NO,SI,NO,SI,SI,SI,SI,14140230.0,-31406437919327,-626343581010891
83,CORDOBA,San Justo,La Paquita,947,NO,NO,NO,NO,NO,NO,NO,NO,SI,14140240.0,-309070545771133,-622154361817056
84,CORDOBA,San Justo,La Tordilla,1257,SI,NO,NO,NO,NO,SI,SI,SI,SI,14140250.0,-312352452196552,-630599042713799
85,CORDOBA,San Justo,Las Varas,1320,NO,NO,NO,SI,NO,NO,SI,SI,SI,14140260.0,-31801292158779,-626171047243489
86,JUJUY,Susques,Jama,67,NO,NO,NO,SI,NO,NO,NO,NO,NO,38084045.0,-232599291955531,-670236887810529
87,CABA,COMUNA 09,PARQUE AVELLANEDA,53229,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-3464864128675,-5847645640345
88,CORDOBA,San Justo,Las Varillas,16238,SI,SI,NO,SI,SI,NO,SI,SI,SI,14140270.0,-318731135581313,-627187948274612
89,CORDOBA,San Justo,Marull,1791,NO,NO,NO,SI,SI,SI,SI,SI,SI,14140280.0,-309945226321227,-628258401081139
90,CORDOBA,San Justo,Miramar,2023,NO,SI,NO,NO,NO,SI,SI,SI,SI,14140290.0,-309145163516027,-626749183796469
91,CORDOBA,San Justo,Morteros,16890,SI,NO,NO,SI,NO,NO,SI,SI,SI,14140300.0,-307107058083835,-620044437379159
92,BUENOS AIRES,9 de Julio,Carlos María Naón,497,NO,NO,SI,NO,NO,NO,SI,SI,SI,6588020.0,-35239499381663,-608251358750153
93,BUENOS AIRES,9 de Julio,Dudignac,2670,NO,NO,SI,NO,NO,SI,SI,SI,SI,6588040.0,-356511928511123,-607098962799094
94,BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),531,NO,NO,NO,NO,NO,NO,NO,NO,SI,6588050.0,-354079467934432,-612105668204871
95,BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),748,SI,NO,NO,SI,NO,NO,SI,SI,SI,6588060.0,-355201414507378,-609989487976537
96,BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),76,NO,NO,NO,NO,NO,NO,NO,NO,SI,6588070.0,-353462662593318,-607453446826815
97,BUENOS AIRES,9 de Julio,Morea,347,NO,NO,NO,NO,NO,NO,NO,NO,NO,6588080.0,-355563880098445,-605605940553161
98,BUENOS AIRES,9 de Julio,Norumbega,57,NO,NO,NO,NO,NO,NO,NO,NO,NO,6588090.0,-355357392707567,-607928143632315
99,BUENOS AIRES,9 de Julio,Patricios,745,SI,NO,NO,NO,NO,NO,SI,SI,NO,6588110.0,-354395526972374,-607174384712323
100,BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),566,NO,NO,NO,SI,NO,SI,SI,SI,SI,6588120.0,-354989239490928,-608647207106461
101,BUENOS AIRES,Adolfo Alsina,Carhué,9660,SI,NO,NO,SI,NO,SI,SI,SI,SI,6007010.0,-371774801030509,-627578962604015
102,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,563,SI,NO,NO,NO,NO,NO,SI,NO,SI,6007020.0,-374486186469627,-63117609405389
103,BUENOS AIRES,Adolfo Alsina,Delfín Huergo,14,NO,NO,NO,NO,NO,NO,NO,NO,NO,6007030.0,-373173292631958,-632331690622102
104,BUENOS AIRES,Adolfo Alsina,Espartillar,21,NO,NO,NO,NO,NO,NO,NO,NO,SI,6007040.0,-373563345638716,-624387637810214
105,BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,104,NO,NO,NO,NO,NO,NO,SI,NO,NO,6007050.0,-374544378016288,-632565950033782
106,BUENOS AIRES,Adolfo Alsina,La Pala,27,NO,NO,NO,NO,NO,NO,NO,NO,NO,6007060.0,-366613400852941,-633661281675236
107,BUENOS AIRES,Adolfo Alsina,Maza,1748,NO,NO,NO,SI,SI,SI,SI,SI,SI,6007070.0,-367999468137731,-633385151506224
108,BUENOS AIRES,Florencio Varela,El Tropezon,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-349564048574127,-582787454299742
109,BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,26005,SI,SI,SI,SI,NO,NO,SI,SI,SI,6274010.0,-34812285887223,-582426532633495
110,BUENOS AIRES,Florencio Varela,Florencio Varela,149676,SI,SI,SI,SI,SI,SI,SI,SI,SI,6274010.0,-347960544308506,-582748588953342
111,BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,61135,SI,SI,SI,SI,NO,NO,SI,SI,SI,6274010.0,-348152397261388,-583082334245906
112,BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,32994,SI,SI,NO,NO,NO,NO,SI,SI,SI,6274010.0,-348648075260046,-582110437322304
113,BUENOS AIRES,Florencio Varela,La Capilla,0,SI,NO,NO,SI,NO,NO,SI,SI,SI,6274010.0,-349437330109546,-582632550914349
114,BUENOS AIRES,Florencio Varela,Villa Brown,7484,NO,SI,NO,SI,NO,NO,NO,SI,SI,6274010.0,-348790424725562,-582898092496787
115,BUENOS AIRES,Florencio Varela,Villa San Luis,12693,NO,SI,NO,NO,NO,NO,NO,SI,SI,6274010.0,-348627929258513,-582553232274346
116,BUENOS AIRES,Florencio Varela,Villa Santa Rosa,27308,SI,SI,SI,NO,NO,NO,SI,SI,SI,6274010.0,-348380276482598,-582888899071764
117,JUJUY,Susques,Mina Providencia,30,NO,NO,NO,SI,NO,NO,NO,NO,NO,38084050.0,-232748878331652,-668343534268599
118,JUJUY,Susques,Olacapato,45,NO,NO,NO,SI,NO,SI,NO,NO,NO,38084055.0,-241152805507803,-667186508694002
119,BUENOS AIRES,General Pueyrredón,Batán,10152,SI,NO,NO,SI,SI,SI,SI,SI,SI,6357070.0,-380086211557001,-577085500402678
120,BUENOS AIRES,General Pueyrredón,Camet,0,SI,NO,NO,SI,NO,SI,SI,SI,SI,,-379130763908367,-57552463851894
121,BUENOS AIRES,General Pueyrredón,Chapadmalal,4112,SI,NO,SI,NO,SI,SI,SI,SI,SI,6357080.0,-381757779275595,-576513390003209
122,BUENOS AIRES,General Pueyrredón,El Marquesado,196,NO,NO,NO,NO,NO,SI,SI,NO,NO,6357090.0,-382369312519788,-57763418077922
123,BUENOS AIRES,General Pueyrredón,Estacion Camet,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-37888665236683,-576000121501773
124,BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,1633,SI,NO,NO,SI,NO,SI,NO,SI,SI,6357100.0,-38036727731373,-577129897398616
125,BUENOS AIRES,General Pueyrredón,Mar del Plata,560913,SI,SI,SI,SI,SI,SI,SI,SI,SI,6357110.0,-380120914785136,-576064947153173
126,BUENOS AIRES,General Pueyrredón,Punta Mogotes,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-380833774287933,-575859350936487
127,SAN LUIS,Libertador Grl. San Martín,Planta De Sandia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-3276799349,-6554885162
128,BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,3451,SI,NO,NO,NO,NO,SI,SI,SI,SI,6595120.0,-369802714637124,-602790828437139
129,BUENOS AIRES,Olavarría,Villa Arrieta,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-369436605372421,-601578271825148
130,BUENOS AIRES,Olavarría,Villa La Serranía,167,NO,NO,NO,NO,NO,NO,NO,NO,SI,6595130.0,-369903632120511,-603108081181748
131,BUENOS AIRES,Patagones,Bahía San Blas,611,NO,NO,SI,NO,NO,SI,SI,SI,SI,6602010.0,-405602246137406,-622380643077459
132,BUENOS AIRES,Patagones,Cardenal Cagliero,89,NO,NO,NO,NO,NO,NO,NO,NO,SI,6602020.0,-406522000086693,-627575972084464
133,BUENOS AIRES,Patagones,Carmen de Patagones,20533,SI,NO,SI,SI,SI,SI,SI,SI,SI,6602030.0,-40797298324401,-62984754269904
134,BUENOS AIRES,Patagones,José B. Casas,40,NO,NO,NO,NO,NO,SI,NO,NO,NO,6602040.0,-404363643935514,-625449343513868
135,BUENOS AIRES,Patagones,Juan A. Pradere,521,NO,SI,NO,NO,NO,SI,NO,NO,SI,6602050.0,-395993801239416,-626510470779021
136,BUENOS AIRES,Patagones,Stroeder,1998,NO,NO,NO,SI,NO,SI,SI,SI,SI,6602060.0,-401854869993736,-626205163469862
137,BUENOS AIRES,Patagones,Villalonga,4517,SI,NO,SI,SI,NO,SI,SI,SI,SI,6602070.0,-399151387867695,-626188702678852
138,BUENOS AIRES,Pehuajó,Capitán Castro,49,NO,NO,NO,NO,NO,SI,NO,NO,NO,6609010.0,-35913692884071,-622240579143551
139,BUENOS AIRES,Pehuajó,Chiclana,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,6609080.0,-357327373193414,-617439272931387
140,BUENOS AIRES,Pehuajó,Francisco Madero,1389,NO,NO,SI,NO,NO,SI,SI,SI,SI,6609030.0,-358483065194137,-620693918423117
141,BUENOS AIRES,Pehuajó,Inocencio Sosa,31,NO,NO,NO,NO,NO,SI,NO,NO,NO,6609035.0,-357184196474894,-621142777365421
142,BUENOS AIRES,Villarino,Pedro Luro,9494,SI,SI,NO,SI,NO,SI,SI,SI,SI,6875070.0,-395007767274615,-626874317159849
143,BUENOS AIRES,Villarino,Teniente Origone,145,NO,NO,NO,NO,NO,SI,SI,NO,SI,6875080.0,-390580586668564,-625697137402023
144,BUENOS AIRES,Zárate,Barrio Saavedra,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6882050.0,-341263843372848,-59020156759664
145,BUENOS AIRES,Zárate,Country Club El Casco,452,NO,NO,NO,NO,NO,NO,NO,SI,SI,6882020.0,-341275885141615,-590834596008166
146,BUENOS AIRES,Zárate,Escalada,213,NO,NO,NO,NO,NO,NO,NO,NO,NO,6882030.0,-34160933188334,-591125399836881
147,BUENOS AIRES,Zárate,Lima,10219,SI,SI,NO,SI,NO,NO,SI,SI,SI,6882040.0,-340436335939636,-591973339595539
148,BUENOS AIRES,Zárate,Zárate,98522,SI,SI,NO,SI,SI,NO,SI,SI,SI,6882050.0,-340998630672257,-59024557255152
149,CORDOBA,Santa María,Alta Gracia,48140,SI,SI,NO,SI,NO,SI,SI,SI,SI,14147010.0,-316576798267691,-644288214061936
150,CORDOBA,Santa María,Anisacate,2991,SI,NO,NO,SI,NO,SI,SI,NO,NO,14147020.0,-317231378713901,-644144863418681
151,CORDOBA,Santa María,Barrio Gilbert,1277,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147030.0,-314426508165936,-643178623084579
152,CORDOBA,Santa María,Barrio Las Quintas,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,,-315502925188794,-644334256167366
153,CORDOBA,Santa María,Barrio Villa del Parque,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-317772193262534,-64532077974826
154,CORDOBA,Santa María,Bouwer,841,NO,NO,NO,NO,NO,NO,SI,SI,SI,14147050.0,-31557666956067,-64194465844878
155,CORDOBA,Santa María,Campos del Virrey,188,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147055.0,-315854354142154,-643439770074277
156,CORDOBA,Santa María,Caseros Centro,243,NO,NO,NO,NO,NO,NO,NO,NO,SI,14147060.0,-315292561486201,-641688666057858
157,CABA,COMUNA 01,MONSERRAT,39914,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346126880821742,-58379652044818
158,FORMOSA,Patiño,Las Lomitas,12399,SI,NO,NO,SI,SI,SI,SI,SI,SI,34035100.0,-247105776136691,-605937892586839
159,FORMOSA,Patiño,Posta Cambio Zalazar,603,NO,NO,NO,NO,NO,SI,NO,NO,SI,34035110.0,-242115848629554,-60198666969414
160,FORMOSA,Patiño,Pozo del Tigre,4517,SI,NO,NO,NO,NO,SI,SI,SI,SI,34035120.0,-248975997693171,-603187890218463
161,FORMOSA,Patiño,San Martín I,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,34035130.0,-245319053014019,-59902051229705
162,FORMOSA,Patiño,San Martín II,3119,NO,NO,NO,SI,NO,SI,SI,NO,SI,34035140.0,-244331529800639,-59656351890373
163,FORMOSA,Patiño,Subteniente Perín,1163,NO,NO,NO,NO,SI,SI,NO,NO,SI,34035150.0,-255350397293764,-600190827630116
164,FORMOSA,Patiño,Villa General Güemes,3907,NO,NO,NO,SI,NO,SI,SI,NO,SI,34035160.0,-247529456908497,-594916405606824
165,CABA,COMUNA 10,FLORESTA,37575,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-346276862905939,-584835872783595
166,CORDOBA,Santa María,Causana,55,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147065.0,-314637911559576,-644124514041777
167,CORDOBA,Santa María,Costa Azul,201,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147070.0,-317247289371172,-643939272186065
168,CORDOBA,Santa María,Despeñaderos,5758,SI,NO,NO,SI,NO,SI,SI,SI,SI,14147080.0,-318170515932731,-642889894059973
169,CORDOBA,Santa María,Dique Chico,167,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147090.0,-31751852051978,-643627643049016
170,CORDOBA,Santa María,El Potrerillo,85,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147095.0,-316456181955204,-64481617153406
171,CORDOBA,Santa María,Falda del Cañete,29,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147100.0,-315345237877237,-644559553621678
172,CORDOBA,Santa María,Falda del Carmen,170,NO,NO,NO,NO,NO,NO,SI,NO,SI,14147110.0,-315854632680747,-644548814536225
173,CORDOBA,Santa María,José de la Quintana,419,NO,NO,NO,NO,NO,NO,NO,NO,SI,14147115.0,-318034930461757,-64418856525597
174,CORDOBA,Santa María,La Boca del Río,80,NO,NO,NO,NO,NO,NO,SI,NO,NO,14147120.0,-318374172963205,-644336411746815
175,CORDOBA,Santa María,La Carbonada,207,NO,NO,NO,NO,NO,NO,NO,NO,SI,14147130.0,-315285694623422,-640712556356294
176,CABA,COMUNA 15,PATERNAL,19717,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,-345974220425569,-584686652940674
177,CORDOBA,Santa María,La Cumbrecita,0,NO,NO,NO,NO,NO,SI,SI,NO,NO,,-31898333,-64773333
178,CORDOBA,Santa María,La Donosa,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,,-316430306930417,-643453826897825
179,CORDOBA,Santa María,La Paisanita,60,SI,NO,NO,NO,NO,SI,SI,NO,SI,14147150.0,-317194206060414,-644779150030479
180,CORDOBA,Santa María,La Perla,895,NO,NO,NO,NO,NO,NO,NO,SI,SI,14147160.0,-314425579240341,-643484859265831
181,CORDOBA,Santa María,La Rancherita,129,NO,NO,NO,NO,NO,SI,NO,NO,NO,14147170.0,-317574675409558,-64448690277725
182,CORDOBA,Santa María,La Serranita,430,NO,NO,NO,NO,NO,SI,SI,SI,SI,14147180.0,-317331340814564,-644564154524522
183,CORDOBA,Santa María,Los Cedros - Las Quintas,1069,NO,NO,NO,NO,NO,NO,SI,SI,SI,14147190.0,-315262509877113,-642847584167114
184,CORDOBA,Santa María,Lozada,1013,NO,NO,NO,NO,NO,SI,SI,SI,SI,14147200.0,-316484545317081,-640899796115028
