,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
672,2015,1,Buenos Aires,8882,123589,2267852,220070,126958,1561,5700,0.0,2754612
673,2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0.0,1333455
674,2015,1,Catamarca,13,7634,13754,3202,517,9,1,0.0,25130
675,2015,1,Chaco,26,12053,47425,15883,5346,489,135,0.0,81357
676,2015,1,Chubut,651,6176,57333,102,0,0,0,0.0,64262
677,2015,1,Córdoba,157,78427,432802,46574,37443,1615,815,0.0,597833
678,2015,1,Corrientes,36,13295,47842,15554,4424,235,98,0.0,81484
679,2015,1,Entre Ríos,2867,23951,104168,28113,6926,274,119,0.0,166418
680,2015,1,Formosa,1891,7336,14413,2024,878,157,1,0.0,26700
681,2015,1,Jujuy,2458,9754,19858,3939,603,0,0,0.0,36612
682,2015,1,La Pampa,6059,8054,45038,26,10,13,10,0.0,59210
683,2015,1,La Rioja,11,4201,9379,2207,533,0,3,0.0,16334
684,2015,1,Mendoza,287,24,169763,38,16,6,11,0.0,170145
685,2015,1,Misiones,958,11136,51906,12387,8543,194,26,0.0,85150
686,2015,1,Neuquén,1895,2577,80787,170,4067,2,76,0.0,89574
687,2015,1,Río Negro,3371,4913,86173,94,2632,2,42,0.0,97227
688,2015,1,Salta,1123,14151,64992,13955,2569,15,5,0.0,96810
689,2015,1,San Juan,8,445,51346,0,0,0,2,0.0,51801
690,2015,1,San Luis,10,8,12720,0,1,0,2,0.0,12741
691,2015,1,Santa Cruz,205,27,26048,2,0,0,0,0.0,26282
692,2015,1,Santa Fe,6883,93096,360964,45270,27597,1542,900,0.0,536252
693,2015,1,Santiago Del Estero,701,9236,23136,4796,748,0,0,0.0,38617
694,2015,1,Tierra Del Fuego,14,609,36319,2,0,0,0,0.0,36944
695,2015,1,Tucumán,107,27143,83895,23061,3722,334,0,0.0,138262
696,2014,4,Buenos Aires,8226,132937,2250445,203620,104322,997,5406,0.0,2705954
697,2014,4,Capital Federal,2698,62896,1038269,123451,95772,890,7997,0.0,1331972
698,2014,4,Catamarca,21,8047,14093,2910,421,0,1,0.0,25493
699,2014,4,Chaco,483,12837,42106,7908,2600,124,2,0.0,66060
700,2014,4,Chubut,1858,6218,60392,70,0,0,0,0.0,68538
701,2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0.0,589873
702,2014,4,Corrientes,40,13860,42182,7513,2106,0,9,0.0,65710
703,2014,4,Entre Ríos,2311,27801,88649,18318,3584,1,66,0.0,140730
704,2014,4,Formosa,1947,7830,14058,1852,473,47,1,0.0,26208
705,2014,4,Jujuy,1880,10427,19740,3443,465,0,0,0.0,35955
706,2014,4,La Pampa,6266,6879,36520,26,5,4,10,0.0,49710
707,2014,4,La Rioja,9,4333,9728,1943,386,0,3,0.0,16402
708,2014,4,Mendoza,303,19,169222,36,14,5,12,0.0,169611
709,2014,4,Misiones,547,11840,53093,8731,2952,54,12,0.0,77229
710,2014,4,Neuquén,1731,2744,80938,126,3621,2,66,0.0,89228
711,2014,4,Río Negro,3640,4723,85094,94,2319,4,30,0.0,95904
712,2014,4,Salta,54,16214,63221,12552,1922,0,4,0.0,93967
713,2014,4,San Juan,11,478,51628,0,0,0,2,0.0,52119
714,2014,4,San Luis,9,0,13135,0,0,1,2,0.0,13147
715,2014,4,Santa Cruz,156,1400,24145,1,1,0,0,0.0,25703
716,2014,4,Santa Fe,8707,99962,359293,36718,21098,869,824,0.0,527471
717,2014,4,Santiago Del Estero,1246,8913,24181,4359,602,0,0,0.0,39301
718,2014,4,Tierra Del Fuego,12,283,31489,2,0,0,0,0.0,31786
719,2014,4,Tucumán,17,28746,85091,20631,2733,196,0,0.0,137414
720,2014,3,Buenos Aires,7355,128187,2281524,156693,68947,243,4232,0.0,2647181
721,2014,3,Capital Federal,840,78016,1060145,102170,70907,95,6626,0.0,1318799
722,2014,3,Catamarca,19,8845,13790,1915,111,0,0,0.0,24680
723,2014,3,Chaco,398,14731,41934,5428,1274,5,0,0.0,63770
724,2014,3,Chubut,2013,6281,60771,34,0,0,0,0.0,69099
725,2014,3,Córdoba,660,98992,435692,28992,18888,84,664,0.0,583972
726,2014,3,Corrientes,21,15448,41717,5181,1172,0,0,0.0,63539
727,2014,3,Entre Ríos,1709,29710,91450,12569,1310,0,48,0.0,136796
728,2014,3,Formosa,2001,8323,14202,1324,85,0,0,0.0,25935
729,2014,3,Jujuy,127,10979,20216,2305,82,0,0,0.0,33709
730,2014,3,La Pampa,6458,6645,41009,24,5,4,10,0.0,54155
731,2014,3,La Rioja,10,4785,9720,1337,61,0,0,0.0,15913
732,2014,3,Mendoza,35,0,167763,31,12,13,1,0.0,167855
733,2014,3,Misiones,640,13637,53510,5928,1606,0,1,0.0,75322
734,2014,3,Neuquén,1522,3099,80090,107,2865,10,27,0.0,87720
735,2014,3,Río Negro,3640,5189,86868,87,1944,8,9,0.0,97745
736,2014,3,Salta,732,17481,66026,8314,388,0,0,0.0,92941
737,2014,3,San Juan,8,487,51276,0,0,0,0,0.0,51771
738,2014,3,San Luis,8,0,13029,0,0,3,0,0.0,13040
739,2014,3,Santa Cruz,195,1624,24248,1,1,0,0,0.0,26069
740,2014,3,Santa Fe,8230,112593,357615,23962,12124,38,806,0.0,515368
741,2014,3,Santiago Del Estero,791,9914,23826,2867,142,0,0,0.0,37540
742,2014,3,Tierra Del Fuego,12,336,32348,2,0,0,0,0.0,32698
743,2014,3,Tucumán,6,32716,84668,14101,559,4,0,0.0,132054
744,2014,2,Buenos Aires,6902,162274,2288772,140226,56549,284,4309,0.0,2659316
745,2014,2,Capital Federal,847,81431,1078213,87359,56004,59,6427,0.0,1310340
746,2014,2,Catamarca,19,8844,13794,1915,111,0,0,0.0,24683
747,2014,2,Chaco,412,14854,41530,5418,1085,5,0,0.0,63304
748,2014,2,Chubut,2064,6582,61868,0,0,0,0,0.0,70514
749,2014,2,Córdoba,2105,101598,429536,28698,14824,76,627,0.0,577464
750,2014,2,Corrientes,20,15563,41219,5199,956,0,0,0.0,62957
751,2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0.0,135495
752,2014,2,Formosa,2032,8218,13944,1321,85,0,0,0.0,25600
753,2014,2,Jujuy,1873,11233,18851,2305,82,0,0,0.0,34344
754,2014,2,La Pampa,7032,6761,34089,18,5,4,10,0.0,47919
755,2014,2,La Rioja,10,4785,9719,1337,61,0,0,0.0,15912
756,2014,2,Mendoza,35,6,166710,31,10,5,10,0.0,166807
757,2014,2,Misiones,540,13644,53245,5924,1334,2,0,0.0,74689
758,2014,2,Neuquén,1531,3206,79087,92,2289,2,30,0.0,86237
759,2014,2,Río Negro,3468,5507,84978,78,1569,2,8,0.0,95610
760,2014,2,Salta,53,18818,64440,8293,388,0,0,0.0,91992
761,2014,2,San Juan,10,507,51129,0,0,0,0,0.0,51646
762,2014,2,San Luis,7,0,13045,0,0,1,2,0.0,13055
763,2014,2,Santa Cruz,153,1637,25374,2,0,0,0,0.0,27166
764,2014,2,Santa Fe,8515,115197,353559,23939,10058,34,792,0.0,512094
765,2014,2,Santiago Del Estero,1231,9914,23842,2867,142,0,0,0.0,37996
766,2014,2,Tierra Del Fuego,12,334,31198,2,0,0,0,0.0,31546
767,2014,2,Tucumán,6,32714,84675,14101,559,4,0,0.0,132059
768,2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206,4037,0.0,2624542
769,2014,1,Capital Federal,852,88826,1096050,70293,38798,55,6208,0.0,1301081
770,2014,1,Catamarca,19,9147,13330,1672,64,0,0,0.0,24232
771,2014,1,Chaco,438,15849,40869,4644,741,5,0,0.0,62546
772,2014,1,Chubut,7452,10,61329,0,0,0,0,0.0,68791
773,2014,1,Córdoba,2076,107705,423114,24112,9818,40,588,0.0,567453
774,2014,1,Corrientes,20,16357,40742,4486,630,0,0,0.0,62235
775,2014,1,Entre Ríos,2177,35206,85248,10828,746,0,43,0.0,134248
776,2014,1,Formosa,2062,8475,13685,1133,67,0,0,0.0,25422
777,2014,1,Jujuy,1832,11498,18415,2002,56,0,0,0.0,33803
778,2014,1,La Pampa,7434,6535,32501,17,5,4,10,0.0,46506
779,2014,1,La Rioja,10,5111,9390,1165,35,0,0,0.0,15711
780,2014,1,Mendoza,35,6,166655,19,10,6,9,0.0,166740
781,2014,1,Misiones,545,14460,52852,5139,958,0,0,0.0,73954
782,2014,1,Neuquén,4133,987,77148,84,1582,2,22,0.0,83958
783,2014,1,Río Negro,4670,4618,84304,73,1062,1,8,0.0,94736
784,2014,1,Salta,53,19677,64061,7192,314,0,0,0.0,91297
785,2014,1,San Juan,531,2,51056,0,0,0,0,0.0,51589
786,2014,1,San Luis,7,3,12544,0,1,0,2,0.0,12557
787,2014,1,Santa Cruz,161,1625,24972,1,1,0,0,0.0,26760
788,2014,1,Santa Fe,8456,124468,345225,20328,6845,23,668,0.0,506013
789,2014,1,Santiago Del Estero,1234,10531,22817,2422,109,0,0,0.0,37113
790,2014,1,Tierra Del Fuego,12,607,30902,6,0,0,0,0.0,31527
791,2014,1,Tucumán,6,34672,83210,11779,362,3,0,0.0,130032
